,Order ID,Sales,Order Date
234,US-2016-146570,8.34,15-05-2016
235,CA-2015-164882,5.04,31-10-2015
236,CA-2015-164882,29.7,31-10-2015
237,CA-2015-156524,19.65,20-11-2015
238,US-2017-157896,146.82,16-11-2017
239,CA-2015-123505,14.94,22-11-2015
240,CA-2014-124646,501.81,22-06-2014
241,CA-2014-124646,161.94,22-06-2014
242,CA-2017-166296,314.55,13-03-2017
243,CA-2016-128818,44.4,2016-7-5 0:00
244,CA-2016-118913,60.81,25-06-2016
245,CA-2016-128412,65.34,2016-10-12 0:00
246,CA-2016-128412,35.1,2016-10-12 0:00
247,CA-2014-163013,14.67,28-11-2014
248,CA-2015-138002,191.82,2015-6-9 0:00
249,CA-2015-116092,19.44,15-02-2015
250,CA-2016-117849,143.7,15-04-2016
251,CA-2015-169201,43.26,28-09-2015
252,CA-2016-164091,437.85,17-09-2016
253,CA-2015-117611,371.97,2015-8-11 0:00
254,CA-2017-122994,359.97,2017-6-2 0:00
255,CA-2015-149342,287.97,20-04-2015
256,CA-2017-127929,181.95,23-12-2017
257,CA-2014-162362,12.72,14-11-2014
258,CA-2017-157931,106.32,17-09-2017
259,CA-2017-122035,182.94,20-07-2017
260,CA-2017-122035,389.97,20-07-2017
261,CA-2015-109470,94.74,31-12-2015
262,CA-2017-152695,10.86,2017-10-12 0:00
263,US-2014-143231,113.97,31-12-2014
264,CA-2017-109701,79.47,2017-2-12 0:00
265,CA-2017-119669,5.67,24-01-2017
266,CA-2015-154746,826.11,14-11-2015
267,CA-2015-128027,269.49,14-09-2015
268,CA-2017-140949,57.06,17-03-2017
269,CA-2017-140949,46.53,17-03-2017
270,CA-2015-142419,29.97,2015-11-7 0:00
271,CA-2014-145212,5.46,13-09-2014
272,CA-2015-104514,9.84,2015-2-1 0:00
273,CA-2015-104514,20.04,2015-2-1 0:00
274,CA-2015-122371,64.17,26-09-2015
275,CA-2017-123134,129.93,2017-2-5 0:00
276,CA-2016-124352,868.59,15-10-2016
277,US-2016-114174,173.94,2016-8-9 0:00
278,CA-2014-129091,16.23,22-11-2014
279,CA-2014-129091,675.12,22-11-2014
280,US-2014-155502,62.82,26-01-2014
281,US-2014-155502,19.44,26-01-2014
282,US-2014-155502,12.42,26-01-2014
283,CA-2017-149048,914.97,13-05-2017
284,CA-2017-149048,587.97,13-05-2017
285,CA-2017-149048,14.94,13-05-2017
286,CA-2016-165848,14.94,2016-4-6 0:00
287,CA-2016-165848,1349.85,2016-4-6 0:00
288,CA-2017-115931,4.17,22-12-2017
289,CA-2017-115931,37.32,22-12-2017
290,CA-2015-168186,14.94,2015-10-9 0:00
291,CA-2017-108441,64.14,2017-12-6 0:00
292,CA-2014-131002,57.69,2014-7-9 0:00
293,CA-2014-131002,42.81,2014-7-9 0:00
294,CA-2014-131002,104.85,2014-7-9 0:00
295,CA-2017-112515,164.88,17-09-2017
296,CA-2017-112515,1292.94,17-09-2017
297,CA-2016-150343,10.86,16-08-2016
298,CA-2014-126403,166.44,2014-9-9 0:00
299,CA-2017-136875,166.44,2017-3-12 0:00
300,CA-2014-143413,116.28,24-05-2014
301,CA-2017-155873,19.44,16-06-2017
302,CA-2014-100006,377.97,2014-7-9 0:00
303,CA-2017-104801,6.63,13-02-2017
304,CA-2015-115798,377.97,13-11-2015
305,CA-2015-115798,299.97,13-11-2015
306,CA-2015-155306,323.37,17-04-2015
307,CA-2016-127775,239.97,2016-11-6 0:00
308,CA-2016-131576,49.44,22-11-2016
309,CA-2016-144729,154.44,21-10-2016
310,CA-2014-125514,36.27,21-09-2014
311,CA-2017-143329,41.37,2017-3-11 0:00
312,CA-2015-159380,12.84,2015-12-5 0:00
313,CA-2015-135685,214.11,16-11-2015
314,CA-2015-135685,653.55,16-11-2015
315,CA-2017-110842,19.44,2017-11-11 0:00
316,CA-2017-138163,50.94,17-11-2017
317,CA-2017-157854,2690.97,2017-8-4 0:00
318,CA-2017-137344,40.29,20-08-2017
319,CA-2017-138975,377.97,19-05-2017
320,US-2017-103828,31.44,13-08-2017
321,US-2017-103828,59.52,13-08-2017
322,US-2017-102638,6.03,29-12-2017
323,CA-2016-152072,254.97,15-01-2016
324,CA-2016-102932,27.93,19-09-2016
325,CA-2017-102099,6.63,18-12-2017
326,CA-2014-142727,17.94,29-04-2014
327,CA-2017-139913,35.88,23-10-2017
328,CA-2017-121615,14.94,2017-3-11 0:00
329,CA-2017-166415,11.22,19-02-2017
330,CA-2015-134747,135.72,2015-12-10 0:00
331,CA-2017-128629,18.84,2017-10-7 0:00
332,CA-2017-158106,8.64,2017-4-6 0:00
333,CA-2017-155880,368.97,25-03-2017
334,CA-2017-169859,26.25,14-12-2017
335,CA-2017-143665,20.34,26-04-2017
336,CA-2016-134376,61.44,2016-2-10 0:00
337,CA-2014-148761,91.68,17-05-2014
338,CA-2016-124772,191.82,2016-5-12 0:00
339,CA-2015-123568,5.04,2015-8-11 0:00
340,CA-2015-123568,92.94,2015-8-11 0:00
341,CA-2015-123568,66.69,2015-8-11 0:00
342,CA-2015-164441,17.94,2015-8-11 0:00
343,CA-2015-145184,83.97,27-11-2015
344,CA-2015-145184,104.97,27-11-2015
345,CA-2014-119375,124.41,17-11-2014
346,US-2017-132297,539.97,27-05-2017
347,CA-2016-112123,166.44,2016-3-3 0:00
348,CA-2016-121671,21.93,17-07-2016
349,CA-2016-121671,242.94,17-07-2016
350,CA-2015-112557,206.43,25-04-2015
351,US-2014-109036,31.05,20-12-2014
352,CA-2014-153969,59.52,21-09-2014
353,CA-2014-153969,19.35,21-09-2014
354,CA-2017-105235,20.94,2017-5-12 0:00
355,CA-2017-152912,826.62,2017-9-11 0:00
356,CA-2017-152912,544.38,2017-9-11 0:00
357,CA-2016-169026,23.34,2016-8-8 0:00
358,CA-2017-109750,29.97,22-07-2017
359,CA-2014-114433,149.97,13-05-2014
360,CA-2016-146836,44.94,2016-2-5 0:00
361,US-2017-140907,49.08,2017-10-12 0:00
362,US-2017-140907,18.24,2017-10-12 0:00
363,CA-2014-140662,241.44,17-11-2014
364,CA-2014-115980,2.97,15-07-2014
365,CA-2014-115980,6.54,15-07-2014
366,CA-2017-116358,18.24,2017-2-11 0:00
367,CA-2014-159478,15.24,30-09-2014
368,CA-2017-150525,13.11,20-02-2017
369,CA-2014-106264,11.91,26-12-2014
370,CA-2015-165057,8.64,2015-11-9 0:00
371,CA-2015-120810,68.94,23-07-2015
372,CA-2015-120810,128.82,23-07-2015
373,US-2017-109253,203.52,21-08-2017
374,CA-2016-145982,122.97,27-08-2016
375,CA-2016-145982,59.97,27-08-2016
376,CA-2016-147536,89.97,26-12-2016
377,US-2015-142020,35.28,2015-4-6 0:00
378,CA-2015-139962,19.44,13-12-2015
379,CA-2015-161718,28.44,2015-4-12 0:00
380,CA-2015-130659,17.94,2015-4-12 0:00
381,CA-2014-102274,193.95,21-11-2014
382,CA-2014-102274,5.46,21-11-2014
383,CA-2017-148264,29.79,2017-8-12 0:00
384,CA-2017-168858,16.74,19-11-2017
385,CA-2014-124688,1202.94,27-08-2014
386,CA-2016-108616,209.97,29-09-2016
387,CA-2016-108616,62.94,29-09-2016
388,CA-2016-168536,66.3,20-12-2016
389,CA-2016-114482,404.94,21-11-2016
390,CA-2017-148922,599.97,2017-10-12 0:00
391,CA-2017-148922,38.97,2017-10-12 0:00
392,CA-2016-145842,40.74,17-06-2016
393,CA-2014-158771,83.25,2014-9-5 0:00
394,CA-2014-158771,9.45,2014-9-5 0:00
395,CA-2017-103877,1577.94,2017-7-9 0:00
396,CA-2016-108434,465.18,2016-5-12 0:00
397,CA-2016-119683,29.34,2016-12-3 0:00
398,CA-2017-109960,14.94,2017-9-12 0:00
399,CA-2016-155005,377.97,13-06-2016
400,CA-2015-132626,464.97,2015-9-7 0:00
401,CA-2015-132626,12.39,2015-9-7 0:00
402,CA-2015-132626,84.09,2015-9-7 0:00
403,CA-2016-102792,9.84,13-12-2016
404,CA-2016-142097,43.26,15-10-2016
405,CA-2015-104941,19.14,13-06-2015
406,CA-2015-104941,899.97,13-06-2015
407,CA-2017-166198,162.6,21-04-2017
408,CA-2016-165169,14.94,2016-5-6 0:00
409,CA-2017-168193,71.97,2017-6-3 0:00
410,CA-2014-113047,11.85,24-10-2014
411,CA-2016-149979,368.97,23-09-2016
412,CA-2017-161956,116.28,27-08-2017
413,CA-2016-156251,8.52,13-08-2016
414,CA-2014-115357,62.91,2014-6-8 0:00
415,CA-2015-163762,29.79,27-11-2015
416,CA-2015-102582,59.97,15-09-2015
417,US-2015-111927,76.14,14-11-2015
418,CA-2014-126760,170.97,26-07-2014
419,CA-2017-129000,501.81,25-11-2017
420,CA-2016-167759,134.85,2016-3-3 0:00
421,CA-2014-100895,239.97,2014-2-6 0:00
422,CA-2017-148068,19.44,18-09-2017
423,CA-2014-103940,57.93,17-09-2014
424,CA-2016-133144,17.34,16-05-2016
425,CA-2016-114951,22.14,26-06-2016
426,CA-2017-134838,12.84,19-02-2017
427,CA-2017-134838,44.67,19-02-2017
428,CA-2017-101308,8.94,2017-2-10 0:00
429,CA-2014-114517,56.52,23-12-2014
430,CA-2017-119564,22.77,15-12-2017
431,CA-2015-105627,512.94,2015-8-3 0:00
432,CA-2015-165624,542.94,23-08-2015
433,CA-2015-165624,8.64,23-08-2015
434,CA-2015-165624,25.86,23-08-2015
435,CA-2017-124296,479.97,24-12-2017
436,US-2015-166520,80.88,16-07-2015
437,CA-2017-136350,276.69,24-06-2017
438,CA-2015-100685,116.28,19-12-2015
439,CA-2016-161473,10.95,2016-1-4 0:00
440,CA-2015-102491,587.97,24-08-2015
441,CA-2015-153717,17.34,25-12-2015
442,CA-2015-153416,19.44,24-11-2015
443,CA-2017-133823,37.59,2017-11-5 0:00
444,CA-2014-127523,35.91,2014-11-5 0:00
445,CA-2014-128839,209.97,2014-8-9 0:00
446,CA-2016-136287,18.9,13-06-2016
447,CA-2017-112725,8.82,30-01-2017
448,CA-2015-136196,322.59,28-11-2015
449,US-2016-164588,12.84,16-04-2016
450,CA-2017-115546,539.97,14-05-2017
451,CA-2015-163587,671.94,14-03-2015
452,CA-2015-160213,19.44,2015-8-3 0:00
453,CA-2014-128846,122.97,2014-7-4 0:00
454,US-2017-136868,17.04,2017-6-10 0:00
455,US-2017-136868,344.91,2017-6-10 0:00
456,CA-2017-166709,10499.97,17-11-2017
457,US-2015-134271,21.93,18-04-2015
458,CA-2014-145387,17.67,31-10-2014
459,CA-2014-166457,9.42,2014-5-5 0:00
460,CA-2016-164637,128.4,2016-4-3 0:00
461,CA-2015-111234,9.24,18-02-2015
462,CA-2017-134565,174.42,2017-11-6 0:00
463,CA-2016-159142,149.97,2016-4-4 0:00
464,CA-2016-159142,27.81,2016-4-4 0:00
465,CA-2014-138436,66.3,26-03-2014
466,CA-2014-103100,1103.97,20-12-2014
467,CA-2017-169124,129.39,2017-3-7 0:00
468,CA-2014-125829,19.44,2014-4-11 0:00
469,CA-2015-115945,304.23,25-06-2015
470,CA-2016-153346,9.21,25-01-2016
471,CA-2015-125234,107.97,27-11-2015
472,CA-2015-125234,113.82,27-11-2015
473,CA-2017-130309,544.38,17-12-2017
474,CA-2016-120355,60.72,18-09-2016
475,US-2017-163195,29.16,17-02-2017
476,CA-2017-111332,131.94,20-05-2017
477,CA-2017-111332,7.41,20-05-2017
478,CA-2014-166954,270.72,25-04-2014
479,CA-2015-152891,60.45,25-10-2015
480,CA-2017-111556,1259.97,20-11-2017
481,CA-2017-111556,68.97,20-11-2017
482,CA-2016-131737,901.95,17-03-2016
483,CA-2014-127936,21.24,2014-2-9 0:00
484,CA-2016-100041,314.55,20-11-2016
485,CA-2014-130624,19.65,21-06-2014
486,CA-2014-130624,617.97,21-06-2014
487,CA-2014-130624,59.7,21-06-2014
488,CA-2017-159464,302.94,18-05-2017
489,US-2017-103226,27.18,22-09-2017
490,CA-2017-147725,70.95,14-09-2017
491,CA-2016-168893,7.98,2016-3-11 0:00
492,CA-2016-168893,842.94,2016-3-11 0:00
493,CA-2015-121965,186.69,19-06-2015
494,CA-2017-130211,333.09,22-10-2017
495,CA-2016-109365,116.28,2016-3-11 0:00
496,CA-2016-109365,19.44,2016-3-11 0:00
497,CA-2016-109365,314.55,2016-3-11 0:00
498,US-2014-138247,62.85,24-12-2014
499,CA-2014-109491,62.31,20-02-2014
500,CA-2016-118759,40.44,14-11-2016
501,CA-2017-138464,15.84,2017-8-7 0:00
502,CA-2017-138464,18.24,2017-8-7 0:00
503,US-2014-106334,12.84,27-12-2014
504,CA-2016-101448,56.82,27-02-2016
505,CA-2015-118871,271.44,2015-4-12 0:00
506,CA-2014-169460,76.14,19-04-2014
507,US-2015-152128,21.24,25-05-2015
508,CA-2015-110947,113.1,2015-9-6 0:00
509,US-2017-163790,5.58,2017-2-11 0:00
510,US-2017-163790,25.02,2017-2-11 0:00
511,CA-2016-129868,53.97,26-12-2016
512,US-2017-169502,21.81,28-08-2017
513,CA-2015-135020,535.41,28-05-2015
514,CA-2015-117800,542.94,21-09-2015
515,CA-2016-101336,36.63,13-11-2016
516,CA-2017-168396,123.96,2017-3-8 0:00
517,CA-2017-116288,242.94,2017-12-3 0:00
518,CA-2017-168228,12.39,27-04-2017
519,CA-2014-146885,13.62,30-05-2014
520,CA-2016-133550,272.94,31-07-2016
521,US-2015-138121,302.94,17-12-2015
522,US-2015-138121,212.13,17-12-2015
523,CA-2017-138149,130.71,29-06-2017
524,CA-2017-138149,62.31,29-06-2017
525,CA-2015-129042,8.22,2015-12-12 0:00
526,CA-2016-159653,14.73,22-05-2016
527,US-2015-103996,9.87,29-03-2015
528,US-2015-103996,53.25,29-03-2015
529,US-2015-103996,19.92,29-03-2015
530,CA-2017-164364,9.21,2017-12-11 0:00
531,CA-2017-164364,27.93,2017-12-11 0:00
532,CA-2017-168123,18.69,2017-5-3 0:00
533,CA-2016-120005,25.35,2016-3-3 0:00
534,CA-2016-120005,35.28,2016-3-3 0:00
535,CA-2014-112851,182.94,17-09-2014
536,US-2016-114888,6.24,19-09-2016
537,CA-2016-101630,8.67,19-02-2016
538,CA-2016-101630,25.71,19-02-2016
539,CA-2015-120516,5.64,13-08-2015
540,CA-2015-137708,33.63,22-11-2015
541,CA-2016-111696,17.94,2016-8-5 0:00
542,CA-2014-152562,5.64,2014-1-11 0:00
543,CA-2014-120278,36.63,2014-7-11 0:00
544,CA-2014-120278,12.39,2014-7-11 0:00
545,CA-2014-113320,12.54,2014-12-12 0:00
546,CA-2014-113320,8.94,2014-12-12 0:00
547,CA-2014-113320,9.24,2014-12-12 0:00
548,CA-2017-163531,239.97,26-06-2017
549,CA-2017-122490,344.91,13-11-2017
550,CA-2017-122490,8.64,13-11-2017
551,CA-2016-163167,182.67,28-11-2016
552,CA-2016-163167,1126.02,28-11-2016
553,CA-2016-135776,8.82,23-12-2016
554,CA-2017-110884,91.59,2017-7-3 0:00
555,CA-2016-160304,173.94,2016-2-1 0:00
556,CA-2017-143245,19.44,2017-1-12 0:00
557,CA-2017-143245,897.15,2017-1-12 0:00
558,US-2014-138828,14.94,2014-2-9 0:00
559,CA-2017-107125,18.84,27-11-2017
560,CA-2016-125815,12.42,28-10-2016
561,CA-2014-160262,79.14,2014-9-6 0:00
562,CA-2014-156587,17.94,2014-7-3 0:00
563,CA-2014-156587,242.94,2014-7-3 0:00
564,CA-2015-122406,128.85,2015-2-8 0:00
565,CA-2016-109925,84.84,2016-6-11 0:00
566,CA-2014-156006,47.79,30-04-2014
567,CA-2015-169796,17.94,2015-9-11 0:00
568,CA-2014-127558,10.11,15-11-2014
569,CA-2014-127558,772.47,15-11-2014
570,CA-2017-136511,347.58,23-03-2017
571,CA-2016-133795,772.47,18-12-2016
572,US-2017-130953,461.97,29-07-2017
573,US-2017-130953,302.67,29-07-2017
574,CA-2017-139304,8.34,29-01-2017
575,CA-2016-155166,212.94,26-12-2016
576,CA-2014-169803,653.55,2014-6-4 0:00
577,CA-2016-158694,67.71,2016-10-11 0:00
578,CA-2015-136798,377.97,2015-8-5 0:00
579,CA-2015-136798,123.96,2015-8-5 0:00
580,CA-2014-124478,38.34,2014-8-8 0:00
581,CA-2017-143217,18.24,2017-11-11 0:00
582,CA-2015-119102,51.45,23-05-2015
583,CA-2015-127173,34.44,26-09-2015
584,CA-2014-149538,19.44,2014-4-4 0:00
585,CA-2014-160766,287.97,14-09-2014
586,CA-2017-128335,23.34,29-09-2017
587,CA-2014-141796,1214.85,21-06-2014
588,US-2014-121566,6.6,30-06-2014
589,US-2015-124219,212.94,2015-7-8 0:00
590,CA-2014-121006,12.84,2014-10-11 0:00
591,CA-2014-121006,15.84,2014-10-11 0:00
592,CA-2014-121006,563.94,2014-10-11 0:00
